X_mm;Y_mm;Z_mm
2.248177041319670764e+02;7.432745355860258485e+01;4.167960196379477900e+00
2.391348827418480596e+02;7.340944315043222446e+01;5.877240588079990502e-01
2.418660745468819755e+02;7.325262174968464990e+01;3.790602046250795415e-02
1.350075119254191804e+02;7.469046291036201524e+01;3.131106365349891618e+00
7.234886344034143235e+01;7.561348781631096472e+01;1.178770866239753357e+00
2.427759665701318852e+02;7.324265069731541189e+01;8.690817352283493336e-02
1.998626642296549107e+02;7.308716690493024259e+01;1.368249790165059876e+00
2.428800521290735901e+02;7.322678893148611223e+01;-2.336676399742448895e-01
2.433696867544350368e+02;7.325714292183178600e+01;1.959057813540197590e-01
7.934257058761183146e+01;7.543714333285879547e+01;1.067675762908794956e+00
2.439034262486762259e+02;7.325075819677623201e+01;1.688154352674187120e-01
2.133001498532970572e+02;7.387226725046778597e+01;4.516564915560570270e+00
2.355199973856574900e+02;7.356876387251709559e+01;3.556462358757964015e+00
5.027529454236118767e+01;7.624100336298680247e+01;4.816217582120765894e-01
1.628952053544171292e+02;7.451549633035143927e+01;2.173826096878069158e+00
5.738087219053423382e+01;7.623303941571471398e+01;9.169706750145466545e-01
5.783376258981639495e+01;7.622493169712453209e+01;9.114787975297483635e-01
7.217551123056394147e+01;7.630842044366943355e+01;2.399426112982942616e+00
2.194122987268238845e+01;7.617915674218767208e+01;1.141732787849761177e+00
1.983290956129454230e+02;7.310943254954861459e+01;1.385320741954644941e+00
7.676740093732968262e+01;7.626979167086290090e+01;2.663554887391827553e+00
1.072370457003254387e+02;7.480217214041246621e+01;5.615899411772453664e-01
2.302804572682909168e+02;7.291592512283639849e+01;1.049926711043247529e+00
7.993006955042682193e+01;7.574966044813852761e+01;1.272716618551918144e-01
7.358939809850470226e+01;7.537352734077602179e+01;5.469949679804875231e-01
9.640503875948076029e+01;7.601558069202255297e+01;2.773166191423300564e+00
1.159640819090541584e+02;7.469621505513282500e+01;1.915080315527852406e+00
7.630183934643768850e+01;7.550247346329700804e+01;8.852971799091106098e-01
1.155441079559451651e+02;7.527024100696614539e+01;6.711587163022992852e-01
1.193362407661565783e+02;7.527279187822509243e+01;1.727447004919198337e+00
1.198575310960328864e+02;7.550719171071843050e+01;3.074096848758331113e+00
1.352698337115841696e+02;7.535633628488062641e+01;2.665620069115376189e+00
1.637014539228623278e+02;7.477202509933295005e+01;1.693388156672346989e+00
1.388645666537642569e+02;7.439148768408567491e+01;1.076104063473150685e+00
1.907790499226461236e+02;7.392740640352911896e+01;9.761369966558882671e-01
1.967413708668937318e+02;7.471409330647716729e+01;3.982917033943281115e+00
1.982287101463900569e+02;7.471906423459086000e+01;4.124654181227765726e+00
2.064451832693614222e+02;7.365123763439784454e+01;4.436423466863540277e+00
5.693152518020279018e+01;7.568014695140328740e+01;1.048975269116992015e+00
2.412798877064141436e+02;7.354685576723507268e+01;3.676031162273867725e+00
7.647167992447863583e+01;7.561158342406127986e+01;2.637310236787611117e+00
1.998431461612191811e+02;7.472841236920392305e+01;4.452102966121008087e+00
2.428683807863449999e+02;7.352169442995879933e+01;4.157880196471491985e+00
2.284040441391066167e+02;7.433335366894922913e+01;4.517566913905079140e+00
2.405345011701021463e+02;7.323058910043982905e+01;1.299569681814795041e-01
2.167233706971251479e+02;7.381575093490852169e+01;4.938593361768952583e+00
2.434444281049922552e+02;7.328056603803563007e+01;3.225375064274585424e-01
5.642691600054504164e+01;7.639209909727878767e+01;1.897513394646437312e+00
1.302631060490564607e+02;7.491850681393000855e+01;1.107500258014036953e+00
5.021470881769611339e+01;7.565410610028040139e+01;1.448529955033589223e-01
7.917204622523529167e+01;7.569152631035279910e+01;3.286544574457784584e+00
5.700286648580028270e+01;7.623631558201967096e+01;9.027883054843441890e-01
1.934879020258429350e+01;7.647917069402897994e+01;4.666995649576104015e-03
2.323249298177098865e+02;7.255762346421046516e+01;1.444484170031972603e+00
1.038642872421584684e+02;7.488552126376717410e+01;5.923323895838229491e-01
5.941571379203352166e+01;7.622232846161514885e+01;9.762761616025942280e-01
1.388607153071773723e+02;7.437699988004054319e+01;1.453786232897049446e+00
5.986232413854962431e+01;7.622259622129651291e+01;1.012716464749056078e+00
1.338364678606890834e+02;7.444990886383237694e+01;1.399963503879910309e+00
6.078812574565476723e+01;7.621589293832930423e+01;1.050890791734633067e+00
6.335437001470810969e+01;7.639778247826340873e+01;2.248774160595160332e+00
1.334627378594949221e+02;7.493597484754273808e+01;2.483697015174215761e-01
7.290204955622415639e+01;7.630014196948887673e+01;2.502240069886935814e+00
7.584800882672820421e+01;7.627658782023311801e+01;2.637682804777854884e+00
1.958210168594432616e+02;7.406067914584184564e+01;5.435207726421113605e+00
7.788225793303810462e+01;7.625961104735212359e+01;2.702079714777219088e+00
2.098241272579509769e+02;7.365643581405913665e+01;4.938964089413747871e+00
7.893417257780289731e+01;7.575224700339889239e+01;4.447833886695370942e-01
9.631816580613266865e+01;7.571071449774667883e+01;3.850942179591087644e+00
8.024876363687613434e+01;7.624038410658506848e+01;2.751556849555980566e+00
8.220068122418750534e+01;7.622965549262072216e+01;2.790949687288312830e+00
9.498309300361403018e+01;7.598966437926628714e+01;2.716308078223788502e+00
2.251629582323321301e+02;7.427723633029620487e+01;4.365507826660096846e+00
2.127955021833579394e+02;7.372325999302549349e+01;4.789770948475281287e+00
1.174532542834870981e+02;7.576832340346344097e+01;3.188040351537002159e+00
1.192217799850093769e+02;7.571440480928059458e+01;3.055520646077917846e+00
2.427033339172492674e+02;7.196306575750506340e+01;1.848353174428733481e-01
1.222975189337519453e+02;7.525018439997825226e+01;1.042481833539191660e+00
2.042708797523030455e+02;7.385776961923887995e+01;4.610273554661983297e+00
7.023360873968134399e+01;7.555165622699091443e+01;1.449164513667158927e+00
1.238013948655230081e+02;7.503315191298234765e+01;6.053635657694804717e-01
1.263092884402333311e+02;7.500105927157329688e+01;9.273105295388044400e-01
1.248446812451675214e+02;7.485428965693856185e+01;2.013959299863104846e+00
1.354998127243597708e+02;7.512733225804213077e+01;2.723295321928477453e+00
2.379843476277945626e+02;7.338225693160750041e+01;4.200969344563687535e+00
9.137800247641735041e+01;7.510063643921331789e+01;2.215218196651747573e-01
1.937376895391705318e+02;7.478089021132946357e+01;4.327987775404567472e+00
2.018267300523761207e+02;7.472386373108471957e+01;4.481918750352640757e+00
2.218232488983040014e+02;7.371883623083478199e+01;9.075598349620982441e-01
2.251686339629461315e+02;7.431664014060751811e+01;4.202412022813680537e+00
1.938597311356848252e+02;7.339989467348448215e+01;1.041049691424538404e+00
2.323045009697064245e+02;7.275511873693366738e+01;1.443783390617896289e+00
2.371908319342975346e+02;7.412879957155315935e+01;4.184171658486287804e+00
6.877308707698655610e+01;7.580110582551378684e+01;-1.899353050542758672e-02
2.113579748622005638e+02;7.303711308803252678e+01;1.435004573451128751e+00
1.963689513548279990e+02;7.399342716976268264e+01;4.984179364460855410e+00
7.531118186566830275e+01;7.588906008967252603e+01;1.402622447103328174e+00
8.108709196618880810e+01;7.624490288326866505e+01;2.747171024772519843e+00
1.181159576709972612e+02;7.573666829838475678e+01;3.075621838778227257e+00
1.188834351927467168e+02;7.512405944710481265e+01;3.472895437958120279e+00
1.259949156719596317e+02;7.495741248255932021e+01;9.760771833727374114e-01
1.973881673407270227e+02;7.353770827886168604e+01;6.057636713106445692e-01
1.836898985666001849e+01;7.640637687166191938e+01;-6.113423326550807002e-02
1.273374939160036377e+02;7.523913596649698832e+01;1.272417969666529869e+00
1.245059806221232179e+02;7.479541744599602282e+01;2.371169109126692653e+00
1.237702830794300297e+02;7.531685317021036496e+01;3.355852226223685175e+00
1.628362192424125681e+02;7.474937350430863603e+01;2.919916104044561589e+00
2.262370665692531020e+02;7.428747827488538746e+01;4.368510062888176115e+00
8.143872092067140045e+01;7.622844307360661276e+01;2.850233550348100220e+00
1.378453101255831825e+02;7.534592810141025154e+01;2.827031784537030301e+00
2.099099843417467071e+02;7.403962878992768992e+01;4.109519631892530889e+00
1.942962240658357587e+02;7.475844252205011742e+01;4.332274556910129526e+00
2.277818944843289444e+02;7.420977085015729813e+01;4.218202423051395478e+00
1.234719053427361786e+02;7.485354332506918240e+01;2.103769093733620199e+00
2.074662787508097210e+02;7.362954555911808541e+01;4.899155892897563369e+00
1.949455652186099144e+02;7.473777281818790641e+01;4.287812836083194412e+00
2.203645792858070820e+02;7.373980813138173573e+01;1.275728626095930185e+00
6.896704917809722701e+01;7.559677875359578536e+01;1.145073583295558972e+00
5.741932633143279219e+01;7.567722865059592152e+01;1.330698178455801406e+00
1.044316584059007766e+02;7.541842713567763212e+01;3.085544008843267072e+00
7.490216112189391140e+01;7.582728651811676457e+01;2.453833950988101031e-01
1.585145031234742135e+02;7.438803496127607673e+01;2.396252948443044151e+00
7.845083052503910892e+01;7.520738713078625892e+01;6.701877462752352521e-01
8.265190259807793893e+01;7.610164115783058492e+01;2.649419996616467543e+00
9.011795284564995256e+01;7.550341746012681199e+01;-2.606697034145609160e-01
2.222632362126762189e+02;7.375711087418272882e+01;5.359073958613663535e+00
1.023906068474488649e+02;7.591002178139926571e+01;2.757189718901112752e+00
1.156759539426170420e+02;7.576970669123954849e+01;3.083468355234292080e+00
2.428272790755609094e+02;7.249113620142459524e+01;5.132139991425460623e-01
1.234361165990310525e+02;7.494517387358382621e+01;6.503714802922034854e-01
1.271107154073925614e+02;7.522838490595071903e+01;1.233827005074950911e+00
1.179016072426075254e+02;7.534087907193205069e+01;2.264815432718354948e+00
7.432884226088843604e+01;7.567254018600428367e+01;2.561344492577493526e+00
1.634788638658434081e+02;7.477130234616369364e+01;1.757318384993998839e+00
2.293634706668953811e+02;7.262132822212724648e+01;1.374812285639127385e+00
2.278358671331071719e+02;7.428677274230811634e+01;4.471412774195734130e+00
2.383934583655142774e+02;7.274730802421815667e+01;1.845655897981491878e+00
9.383325089930583829e+01;7.560110977737434723e+01;3.457340215865869482e+00
2.273266799255374337e+02;7.305682050423958174e+01;1.003594017645851988e+00
2.303406334936154565e+02;7.340298558982544819e+01;2.264395848137293055e-01
2.422774880100772918e+02;7.324999704702688064e+01;3.762331788472972338e-01
2.202442447477516794e+02;7.411434026591591362e+01;4.876053241756905798e+00
6.342312520825417010e+01;7.639722536385320950e+01;2.323881708069481355e+00
7.940781641439805583e+01;7.624264215998705652e+01;2.795752893490070168e+00
6.588213865757438725e+01;7.559642197300392752e+01;1.105387361911649435e+00
8.040879755147913954e+01;7.623414332395785209e+01;2.831253068335834122e+00
1.043060823656651053e+02;7.533253988964257530e+01;9.063917138958585973e-01
1.941829666167276116e+02;7.455640865326998323e+01;4.816733990740843296e+00
1.165527303803493169e+02;7.574412081894665505e+01;3.186661973488893906e+00
2.038337999936977667e+02;7.382749069634688510e+01;4.581779955856511322e+00
1.224347495810862227e+02;7.540293135769972821e+01;3.387727114692275165e+00
1.338024623391826822e+02;7.484766284750085674e+01;5.076520217022284509e-01
6.918032518427024513e+01;7.623524163776029638e+01;2.482697036388299860e+00
1.953210918048607141e+02;7.474340056195273974e+01;4.311975582610359403e+00
1.957980164105514973e+02;7.473147909346548090e+01;4.289234404861482552e+00
2.400832164214386637e+02;7.328349748586295220e+01;4.541172349394835273e-01
1.368172441136559030e+02;7.442958278360454472e+01;1.127439021779661266e+00
2.403342826666297753e+02;7.327121863785836808e+01;4.119882722037500611e-01
2.115766502684892600e+02;7.387044454600051324e+01;4.727650981000876662e+00
6.882792385196783869e+01;7.609137987219699539e+01;1.161347372678833034e+00
2.258466401453379717e+02;7.282841566139344991e+01;1.509394333206491190e+00
7.687943990031843100e+01;7.627467458055886596e+01;2.889484420931713426e+00
9.093892016407359336e+01;7.571471799364198318e+01;9.986141174452545233e-01
1.213802764011488051e+02;7.494118368816319276e+01;1.160759152759468726e+00
2.388142742825536402e+02;7.314475900365921746e+01;4.872688582087926434e+00
7.758740572665765001e+01;7.577094138192904893e+01;2.247127976372962355e+00
2.454114586700187317e+02;7.314296877398669494e+01;5.096831755318130597e+00
1.144554612775240230e+02;7.576785245537466551e+01;3.446719462477575213e+00
2.288319657273693508e+02;7.353310062037756722e+01;5.348988680834708020e+00
1.181091365894718024e+02;7.574454766756656454e+01;3.308687205692961708e+00
1.020858160081757831e+02;7.534015816976210544e+01;3.138231285367654166e+00
6.986405594678333841e+01;7.555609906298663248e+01;1.191479722751852321e+00
1.204539810636445054e+02;7.521778314114050090e+01;8.108347672539775175e-01
1.329061668981960906e+02;7.524715993531305003e+01;1.933639519874578383e+00
1.978694851445956715e+02;7.429166607005808487e+01;5.708998565726811414e+00
1.339033686011991904e+02;7.522353426443244473e+01;1.892917810844320092e+00
1.923136863899853779e+02;7.337576399014025696e+01;1.380280482562525668e+00
1.953227119762092912e+02;7.474042886584373946e+01;4.272966652808221077e+00
2.268456613434591418e+02;7.339395189206859982e+01;8.622494433654959156e-01
2.372473454822258532e+02;7.306537002387641166e+01;5.181749331259130287e+00
2.476515910400994471e+02;7.389026985458775698e+01;4.095351904912262420e+00
1.053538172392829608e+02;7.583077301346402521e+01;3.503481125633093551e+00
1.239932342722087952e+02;7.531772432645254867e+01;1.975020954999130440e+00
1.320633488005299512e+02;7.484629446140966991e+01;1.167916303195036143e+00
9.207411375100599571e+01;7.585079465295250145e+01;2.750092983905779942e+00
2.089369010241124727e+02;7.401301447701533220e+01;4.170077060552074499e+00
4.545337273700800296e+01;7.600277704626917341e+01;6.403085132508453681e-01
2.354090595458959285e+02;7.297751442981598302e+01;6.585088081039890406e-01
2.163426442006118009e+02;7.386449140857031637e+01;4.923405407315167182e+00
4.586825747916125096e+01;7.601532912610882420e+01;1.061624920401405880e+00
4.687629906041427574e+01;7.599881207209752176e+01;1.001878468762957386e+00
4.734465792294591324e+01;7.599232362839978805e+01;6.926190105007822284e-01
1.598651525276941356e+02;7.455719817341577027e+01;2.173709749545550185e+00
8.097731069337930876e+01;7.600060568895315782e+01;2.682877354368645939e+00
9.728889747130899934e+01;7.561767082850877841e+01;2.752251795275924895e+00
2.133881981842158382e+02;7.298166896110589619e+01;6.397899167309413215e-01
9.727702502899312265e+01;7.551155878747314887e+01;3.081327235819462107e+00
1.023663673551438791e+02;7.540316873795032393e+01;3.160701886545247863e+00
1.028840607038102206e+02;7.491860150178635536e+01;6.085270497637862430e-01
1.033486778430227133e+02;7.553486914300944477e+01;3.478352430188171862e+00
1.048526580960915311e+02;7.495412174079541501e+01;5.458023448215312268e-01
2.437366981027460611e+01;7.640999277738855255e+01;1.248280341148311212e-01
1.193191478805546382e+02;7.509004820485834841e+01;1.901092593521872764e+00
7.697020444889921009e+01;7.544571047651140816e+01;9.475624822158720262e-01
1.213256023636463112e+02;7.511632344283414398e+01;1.992357509807606730e+00
1.293189666135034770e+02;7.501722670728440789e+01;3.094476212347821775e+00
1.297683143553331035e+02;7.500487954327711293e+01;3.037280107972712972e+00
8.270399926014918890e+01;7.510283841917042480e+01;9.999155765457881651e-02
4.545593880766383421e+01;7.603655204555698788e+01;1.052372533656535492e+00
2.408879232944190392e+02;7.342459398774482793e+01;4.545457599134110183e+00
1.309117022466434719e+02;7.489183831614195697e+01;3.016020320440377933e+00
1.333294202071164420e+02;7.492195787138186347e+01;3.081542717218588745e+00
1.348495140030643711e+02;7.447067446871403718e+01;1.495142218429092562e+00
1.358377017687716375e+02;7.497712590075356331e+01;3.081064406970935199e+00
1.179189569171293499e+02;7.458453150197443904e+01;1.357813952970215565e+00
1.903619833771410867e+02;7.339139985539939914e+01;1.106909659682719926e+00
1.963781432482182652e+02;7.438145534008198467e+01;4.910518956410610869e+00
1.918659090912350109e+02;7.336736475194251739e+01;1.128307692708697685e+00
1.928763248240673533e+02;7.338098255063125919e+01;1.079794226041876470e+00
2.040115431201998035e+02;7.312887985360788434e+01;1.798062806708115025e+00
1.933630832782000653e+02;7.354900376642945048e+01;5.583990322055720767e-01
1.952893212349318901e+02;7.351003654565133161e+01;1.064292059065115037e+00
1.963718603562827241e+02;7.350969756891493034e+01;1.038195148534126977e+00
1.968392214740624411e+02;7.348880301210226662e+01;1.043943359510803415e+00
1.973744121915370044e+02;7.341608090491185123e+01;1.100438669824749693e+00
1.978666053448788205e+02;7.340216888589380062e+01;1.056655162931254388e+00
2.399418715879741626e+02;7.263522951775162539e+01;7.384985456522326075e-01
2.053358034546379827e+02;7.402595173961042008e+01;4.802927045700316810e+00
2.334978268825547900e+02;7.258614636184228175e+01;1.820501245121258993e+00
2.058161051871955465e+02;7.393482394154361259e+01;4.687855145950601710e+00
1.209263513530255523e+02;7.495314785158525694e+01;2.138879735209774147e+00
9.285091487687799372e+01;7.500395408067780068e+01;5.060776105054752838e-01
2.063448718307811873e+02;7.418276622690814293e+01;4.579022408374024522e+00
1.208397695074055349e+02;7.498008053844235121e+01;3.096497644301118513e+00
2.078614410084946655e+02;7.387315704297370189e+01;5.016902187779418654e+00
1.896013800661155244e+02;7.315206341272428858e+01;1.060995410089853319e+00
2.094020550942616126e+02;7.398696939082458357e+01;4.565719675417156509e+00
2.103650461053081244e+02;7.399852206982983205e+01;4.530882366756083357e+00
2.108470695803054866e+02;7.401032816896558586e+01;4.500418802708626487e+00
7.185423611455345849e+01;7.558404394440091778e+01;1.904848983043700761e+00
2.269228952564153872e+02;7.311401246146753863e+01;1.033638387906935296e+00
2.278765918927411462e+02;7.287229647711809832e+01;1.079607495038958698e+00
1.268422964784554097e+02;7.496334646679885338e+01;3.004191159901990815e+00
2.018320804315497128e+02;7.330169182111950477e+01;1.433082590011380830e+00
2.298666788990531700e+02;7.293105364039257665e+01;1.037568085935930862e+00
1.353843104952113663e+02;7.445944442421793497e+01;1.505929718550094609e+00
2.403604709291331574e+02;7.339914394926047692e+01;5.010501031344304579e+00
2.408570576183922753e+02;7.352543601440160614e+01;4.094307874347964393e+00
2.141322533944387203e+02;7.270292443025368812e+01;1.198714909747422341e+00
2.413560448076540865e+02;7.349044754758287468e+01;4.087704997574967081e+00
1.253207894561002576e+02;7.458978571230372268e+01;1.488292275347390836e+00
2.423641141394604972e+02;7.240566861791639042e+01;5.446722856286028147e-01
2.438009879351735663e+02;7.256508391687322046e+01;5.649160131095399828e-01
2.335742043223360724e+02;7.362426837353235953e+01;5.210243148217583276e+00
1.034058011588653159e+02;7.553875846938537109e+01;3.134878842507217378e+00
1.349012598206578275e+02;7.505268742017726424e+01;3.029692899423833463e+00
1.388333360766630165e+02;7.510502540833735452e+01;2.662649216506844940e+00
1.366688440764877157e+02;7.486752563585480402e+01;3.567061640824595425e+00
6.879757798894176801e+01;7.557284216674925403e+01;5.223176204923137833e-01
7.079632880829871056e+01;7.553809413096750802e+01;-3.239782171053884330e-02
2.114710171331481945e+02;7.390001958903692980e+01;5.031145085583041521e+00
2.388131274745904022e+02;7.301759721952346638e+01;1.057913796621526625e+00
2.451296427370030813e+02;7.294546341094289232e+01;1.088875013260474978e+00
2.248717096932764150e+02;7.290471619505821366e+01;1.138489926091939664e+00
9.382550376549325222e+01;7.554025076121037330e+01;3.092559573251814964e+00
1.278482458051648507e+02;7.482082508074699945e+01;2.404756452872946149e+00
2.393696053012565415e+02;7.303732369431953941e+01;1.120807507922716661e+00
2.458509251997413969e+02;7.352517099522594890e+01;4.954059991637789651e+00
6.935211720744482022e+01;7.600634835538049572e+01;2.446549090561476181e+00
9.087161646529592929e+01;7.503044886879868614e+01;5.169850458452047715e-01
2.468433585226438254e+02;7.350721345831966858e+01;4.937413029818222832e+00
2.040372013792034522e+01;7.647399883350938410e+01;9.745732699302124546e-02
2.090267806719454313e+01;7.647713036083914062e+01;1.375136389347313137e-01
2.184457124802697692e+01;7.644620463124091714e+01;1.733428997297830343e-01
2.233589827826553531e+01;7.645967746646003604e+01;4.334729309800489649e-01
2.358613505963315902e+02;7.372189478642251004e+01;4.252103844565386481e+00
2.337530473943031595e+01;7.642976781012072252e+01;5.015426948802169660e-01
2.322900396865205153e+02;7.290207596825355552e+01;1.991795129494904337e+00
4.636964207517501535e+01;7.601629464002195391e+01;1.069359296614100563e+00
1.190054406326929808e+02;7.509064601139144202e+01;1.575931564746299030e+00
1.389125499485335240e+02;7.450216568644619031e+01;6.750457372615670248e-01
1.993205199481514285e+02;7.451786583954095988e+01;4.129063604811807231e+00
2.003658292329330948e+02;7.342587914842070518e+01;1.080247572397534217e+00
1.964744235445101310e+02;7.313473679023836382e+01;1.154240841224617009e+00
2.004531329532575512e+02;7.355494142596040774e+01;6.979249465693461163e-01
2.384253195645958385e+02;7.250881788355697211e+01;1.888905050074122238e+00
2.198624795744836717e+02;7.389352550315436474e+01;4.501211351408397121e+00
2.207109904619314591e+02;7.407109816354814313e+01;4.565955398776567087e+00
1.164814950764904040e+02;7.534247523371246302e+01;1.888769904536184985e+00
1.146476859902381875e+02;7.464500639775052093e+01;1.393368581262728556e+00
1.204394995734272413e+02;7.493372372285431027e+01;2.279044699395054607e+00
1.248912972041495664e+02;7.494077554271959229e+01;3.110631577316737229e+00
2.229804624223020255e+02;7.396401966685816376e+01;4.213479478741512629e+00
2.443442613832692132e+02;7.395778317178081807e+01;5.384910821598893449e+00
2.288655580211941469e+02;7.303767397894348790e+01;5.972383911402724399e-01
9.614708069263510026e+01;7.557970913993408146e+01;2.746455818842818086e+00
2.293139698671167821e+02;7.304474992040219661e+01;6.024161315289268126e-01
2.463387231086685745e+02;7.301727537030652115e+01;9.774642225514554861e-01
2.024637004462797449e+02;7.301324454503095751e+01;1.424133685304384223e+00
2.187282453482628597e+01;7.645371401232910102e+01;4.468625200307245748e-01
1.034788659818034375e+02;7.500375838242295856e+01;1.631429458119670328e-01
1.063466971676378563e+02;7.495860027104005496e+01;5.388215592916149044e-01
2.018599166424722284e+02;7.354866854494910910e+01;6.247338646519945415e-01
2.028799303522573325e+02;7.357674701201688094e+01;6.112044812751403766e-01
2.138947182503050612e+02;7.402142670955915094e+01;4.050467605359778567e+00
2.195479765271786050e+02;7.387640321781529451e+01;4.491980829442296042e+00
2.238650004741784869e+02;7.389272976607431076e+01;4.205339557351394753e+00
2.359320581839837985e+02;7.379729327139942541e+01;4.626800625736932737e+00
1.237173731626040620e+02;7.467320049032180407e+01;2.059653808028593325e+00
2.402734074150611150e+02;7.297457940305802992e+01;1.404585490170170425e-01
9.292909347216655647e+01;7.553609136683884628e+01;3.092912631194741024e+00
2.443321328802917378e+02;7.289979907305399820e+01;1.720200776876072146e-01
2.443365063467415439e+02;7.265721283069973424e+01;5.580094521132258345e-01
2.472862700508036085e+02;7.347896046809319159e+01;4.095305965932841907e+00
7.918528727451774785e+01;7.516017291038176040e+01;2.031581430099708638e-02
2.473811855148491077e+02;7.311337560147623549e+01;2.111326035584319527e+00
1.294029667184683490e+02;7.485437520486063079e+01;2.489909842509861804e+00
1.333217922271173279e+02;7.509098351955347539e+01;2.607530133064445810e+00
1.982845758592596042e+02;7.361420183859884503e+01;6.106500954076109489e-01
2.459505817523684073e+02;7.298625998236316548e+01;9.988196390235807298e-01
5.642676087335797064e+01;7.606376546908154523e+01;1.959766022454903167e+00
6.282813139523504020e+01;7.609108974257522107e+01;1.994093098701541722e+00
7.539055482581653678e+01;7.545250025190503607e+01;9.135977054840649370e-01
7.883913616145346737e+01;7.549228530269220983e+01;1.012129423803382000e+00
9.230364557444504214e+01;7.579943150403009611e+01;2.658117282018312100e+00
1.198561365158116558e+02;7.530083983609985410e+01;3.466671090093479624e+00
1.253835389431247478e+02;7.486241260464915115e+01;1.514303625990760960e+00
1.288587755957810259e+02;7.490638764090795121e+01;1.533995600842330331e+00
1.278209065352232159e+02;7.488729054281515118e+01;1.575001919637474934e+00
1.928409766692877270e+02;7.472364186545887321e+01;4.986157501048475993e+00
2.047386347208510813e+02;7.317238141265762863e+01;1.878788325649745738e+00
5.032147842438283902e+01;7.598862158158091518e+01;1.922528758078456468e+00
2.225326710497266163e+02;7.355872715546863105e+01;5.446773494063890553e+00
1.328051902270014182e+02;7.523138443397823494e+01;3.308434620649479907e+00
2.238989101375433677e+01;7.618907555703404455e+01;4.340464261446910776e-01
1.343698313780736271e+02;7.485934432707254871e+01;3.455957548347456942e+00
1.393527573696358672e+02;7.446109747016993197e+01;1.010098000754236391e+00
2.044396894548841601e+02;7.300520469121835276e+01;1.125398379674960703e+00
1.923354679951422099e+02;7.448755929236624240e+01;4.890821413144969654e+00
1.948806809736072694e+02;7.339579218081406964e+01;1.438510401117450987e+00
7.573915281361841778e+01;7.580498494802505149e+01;1.416378125375125752e+00
1.593163931352608529e+02;7.420715294047920452e+01;3.349253741090636449e+00
1.915397339581290908e+02;7.385584736844083409e+01;1.277640110805554396e+00
1.928210030420003420e+02;7.441308710754204014e+01;4.859364582295098600e+00
1.949977313959264507e+02;7.380233868907978945e+01;1.293086995051925481e+00
1.968338259967285353e+02;7.435518027872400637e+01;4.897830457693868489e+00
1.039227927396789823e+02;7.504020804741510631e+01;2.197933255402559072e-01
2.043458833820239136e+02;7.332670115994355342e+01;1.517840473994687800e+00
2.123475921238635635e+02;7.340257952911730399e+01;1.024067715907533982e+00
2.281187006461434237e+02;7.256905000636876935e+01;1.823859560123421542e+00
1.348226550310466223e+02;7.454428109272105019e+01;2.072057734510788674e+00
2.234267271376414783e+02;7.405752122335958632e+01;4.927788992578606475e+00
2.443060698439222733e+01;7.619323225410454370e+01;8.274489783697527301e-01
2.243478331487841331e+02;7.400975901419622005e+01;4.831053718826851195e+00
2.258909429385630858e+02;7.334166551036507542e+01;1.446747396538677677e+00
1.282890516982039912e+02;7.501793565497814598e+01;3.526276435319335878e+00
2.418598914088236427e+02;7.348840435944985927e+01;4.516785653064911088e+00
2.459454686520267046e+02;7.301898648239486533e+01;1.562311981673841554e+00
2.474083463893911130e+02;7.302206271740503496e+01;2.559095977703169655e+00
7.383243873441459471e+01;7.541066522438931941e+01;5.280624125980681871e-01
8.037013354542537513e+01;7.571372086333987284e+01;1.802262149520919232e+00
8.143449382081560373e+01;7.594242291820603441e+01;3.346465691376462104e+00
9.139710126356300179e+01;7.526644136522556039e+01;9.550527450829413567e-01
9.546484054101375705e+01;7.585056216726864875e+01;3.407740257946604956e+00
2.188711641265848584e+02;7.346500242173124207e+01;4.508615830259003587e+00
1.181686883624646498e+02;7.518398491497787006e+01;2.070427202614836926e+00
1.243842854817089574e+02;7.533361744190574427e+01;3.398983531735230379e+00
1.313313701548536585e+02;7.479243363956176438e+01;2.453582465149917180e+00
1.367951231030782253e+02;7.448748545765545259e+01;1.503846130469281395e+00
7.482641788163989816e+01;7.558151797376035574e+01;1.517510403556102228e+00
2.013515447767946682e+02;7.337607757041564582e+01;1.007237891978153055e+00
1.163509469764818931e+02;7.512949254228185225e+01;3.399920069850788540e+00
1.396937046775769034e+02;7.437751880980562191e+01;9.956852206637794023e-01
2.030274992301896759e+02;7.354310894868490323e+01;1.315836883243402200e+00
2.053587539405918676e+02;7.342557717392267591e+01;1.039685822856023512e+00
2.094092649306452074e+02;7.348800861256479777e+01;1.053774173385630730e+00
2.153809651036192747e+02;7.378403352570985874e+01;5.010372642282646893e+00
2.189484962011783296e+02;7.334360399198186542e+01;1.650737338339331117e+00
7.741008161887656058e+01;7.514072363720046610e+01;1.339929643419285610e-01
2.229479500174971065e+02;7.404186999584941020e+01;4.972628836074904690e+00
2.383891573712422485e+02;7.336268898975454533e+01;4.616517812049876213e+00
1.268739627650080593e+02;7.483767136815032472e+01;2.411099309244089994e+00
2.262516808855147872e+02;7.283980983400205389e+01;1.515414145847111760e+00
2.269179700027552258e+02;7.296266224675187573e+01;1.440160415659791360e+00
2.273694769575070040e+02;7.300598742585221146e+01;1.455544184103360950e+00
2.468945139550681915e+02;7.307027544825369603e+01;1.630048513877760286e+00
2.303105172262724523e+02;7.281888567244193666e+01;1.549840724861972108e+00
2.343412388292560422e+02;7.382827966479139548e+01;4.932637556132086765e+00
