X_mm;Y_mm;Z_mm
1.293542232049592826e+02;7.460750192841447870e+01;1.993243869895903631e+00
2.148990120514190210e+02;7.363567813045582966e+01;4.889291902985733351e+00
1.608664526684154339e+02;7.446400912037616138e+01;2.524091441801855851e+00
1.613802536414324891e+02;7.444770346978516784e+01;2.502104181255326854e+00
1.165684456686656318e+02;7.580214243759101578e+01;3.294477910469201909e+00
2.243681591145470691e+02;7.348700965630311543e+01;4.887450542905467543e+00
1.928970512134856961e+02;7.455350639358051978e+01;4.198601675084359997e+00
7.584612323763158770e+01;7.580878070029488924e+01;1.452748558589820049e-01
7.677460456908178799e+01;7.516430993398414273e+01;6.303786919357635965e-02
1.618745715239617482e+02;7.443179725267518165e+01;2.520173218249579961e+00
9.484443857463726602e+01;7.589456127794912277e+01;3.496226526778930310e+00
8.139410993254391258e+01;7.604294677884558951e+01;2.645670397818713493e+00
1.628678275371014195e+02;7.447154903846653440e+01;2.513740166932359799e+00
1.988762086736199137e+02;7.366056371741302655e+01;7.388008278404049056e-01
2.423961173035827414e+02;7.296685196798047457e+01;1.249354812584406449e-01
2.243338960408891012e+02;7.410322899197052493e+01;4.225191092836604767e+00
1.633609297034685710e+02;7.445431192193296965e+01;2.524940792477443630e+00
1.069647170318124552e+02;7.514422243749642405e+01;3.300568542778339332e+00
1.638046709278362414e+02;7.453571311705329094e+01;2.055838301137896007e+00
1.639234513451974351e+02;7.449188249391394834e+01;1.499810749818718092e+00
5.782723627589937365e+01;7.566761943730524820e+01;1.358733162624231161e+00
7.705966660136294877e+01;7.578263362123426816e+01;8.333337314962943609e-02
2.298851734411425412e+02;7.423941593948586615e+01;4.477329707829371230e+00
2.275408433137700115e+02;7.317624099549163930e+01;4.863471101680004516e+00
9.378325793311800851e+01;7.536291132268138426e+01;-3.593230056854457288e-01
1.903096966096088636e+02;7.396825032722580318e+01;9.609998159623601710e-01
1.143273156715661827e+02;7.486488140203023534e+01;1.445991483430951297e+00
1.943082282640750122e+02;7.407440969407096532e+01;5.318333024344216398e+00
1.923439276297230549e+02;7.452658784018811389e+01;4.502603326238029169e+00
2.008296414451981491e+02;7.448793080291866886e+01;4.517920884961863059e+00
1.924054117005144633e+02;7.385993679215737018e+01;9.483929645860403879e-01
1.928496953233593842e+02;7.386729559578661508e+01;1.019603099995299411e+00
1.143818263302750040e+02;7.465248331011176219e+01;1.401405242435767695e+00
8.135657850781832678e+01;7.510559950849135191e+01;4.133431299411492454e-01
6.234418905156100266e+01;7.565017516681345455e+01;1.529902897793602667e+00
9.087606305189576972e+01;7.509806422763581679e+01;1.989574757026959795e-01
1.978636386773619051e+02;7.446925307685347661e+01;4.527578103906683360e+00
2.478423083504028739e+02;7.330281579573804152e+01;2.551558228342667878e+00
2.058302658052757295e+02;7.344654522013222220e+01;1.017702633539524948e+00
1.938628691106419524e+02;7.452362625474886215e+01;4.469433350584713693e+00
1.962808317328165799e+02;7.337801357464404362e+01;1.411865742932982171e+00
9.770251222617154951e+01;7.592941528929213746e+01;3.293782711765564475e+00
1.933427822657584443e+02;7.382910847278938604e+01;5.470135906901072431e-01
2.424321368438543516e+02;7.218691251858119529e+01;8.607315626751930182e-01
1.924704084771469752e+02;7.399794930511653490e+01;2.098291810407459657e-01
7.933193656471111410e+01;7.565109249284817849e+01;2.573745064844090269e+00
2.028509001999995291e+02;7.446217803084746834e+01;4.913652046184423305e+00
1.948445434660224294e+02;7.456761717642804399e+01;4.571364043794031495e+00
2.093888082929623806e+02;7.439629871358657454e+01;4.500808678630161097e+00
1.968573538638341063e+02;7.313909464464261134e+01;1.378849606721839427e+00
2.357952966313503111e+02;7.315520556054140400e+01;4.893625167103341944e+00
1.193926550870119314e+02;7.504445621521271903e+01;6.177415002879496075e-01
6.892344169434555567e+01;7.631381322325383110e+01;2.783259409271128249e+00
1.913201737468540955e+02;7.318338170771548334e+01;1.319391106286040394e+00
8.219730538189404001e+01;7.581855198200557311e+01;1.245998682112453571e+00
1.955093330887218031e+02;7.440386936624851444e+01;4.539196423522988688e+00
1.948452394326896808e+02;7.384326280062791170e+01;9.919776429807224405e-01
1.953439907348020199e+02;7.383999563627156704e+01;1.016551910580517193e+00
1.958563496433519333e+02;7.383949514865781794e+01;9.988420071215282636e-01
2.373568896414411995e+02;7.290086268707840134e+01;9.873033547366764084e-01
1.968894808784931740e+02;7.440592830805664448e+01;4.541897208166592037e+00
6.234497221709690251e+01;7.579018816320365204e+01;7.384572479680769908e-01
1.143890141299352337e+02;7.554056808469718476e+01;3.808370901794599028e+00
2.272756336152582151e+02;7.327420374875838149e+01;1.295359779630804509e+00
2.358919491168325919e+02;7.339078031168173766e+01;4.549491564003229627e+00
1.322889966245981839e+02;7.502289516974367700e+01;2.625188525108113069e+00
1.293835148288328298e+02;7.534517135212739447e+01;2.975734985718018422e+00
2.443491992871085472e+02;7.384647690201487080e+01;4.741995423212546967e+00
2.354000325054772418e+02;7.287809196637404341e+01;8.773689087566972633e-01
2.363473806024463215e+02;7.250754748944061134e+01;1.140039039642698704e+00
7.784431579354303210e+01;7.601057665879233127e+01;2.876929227751484408e+00
1.973845150392669154e+02;7.445279685603877340e+01;4.561862200846927173e+00
9.683628981286545923e+01;7.540579725826154345e+01;8.601988548057853956e-01
2.269830910329665983e+02;7.303143797610653110e+01;2.191920187395788755e+00
1.969108358251958748e+02;7.382579104657641267e+01;9.870304252626956876e-01
1.132431890167419652e+02;7.576951579541550075e+01;2.768765951718312301e+00
2.282712526919449942e+02;7.422277049684177541e+01;4.873480790402187068e+00
1.973960000874334355e+02;7.311543671661999610e+01;1.218573996387947611e+00
8.992485602489306018e+01;7.593086491460640275e+01;3.429562489843313688e+00
1.913647693555726050e+02;7.453020059199710090e+01;4.966403470946354481e+00
2.098843536200081701e+02;7.398526940474367564e+01;4.540713600906657987e+00
6.791731762311674458e+01;7.580192267254186334e+01;5.836335445117003112e-02
1.312741794615322704e+02;7.505529016365115069e+01;8.723378184424122050e-01
1.603403967982953588e+02;7.433582767639751410e+01;2.941801659342384134e+00
1.973420347289062136e+02;7.380181192043484373e+01;9.825908892455808008e-01
2.288878036969308880e+02;7.261786113342463977e+01;1.112263180790708406e+00
2.018614939365605494e+02;7.439348439713666039e+01;4.896672031869655051e+00
1.988164870388769145e+02;7.445612676069285385e+01;4.498461032376029678e+00
2.408979209172960338e+02;7.295265715105246329e+01;6.488038601716069609e-01
1.343764103808423727e+02;7.468464480931861260e+01;3.530312929648732556e+00
2.067360675500641207e+02;7.416566670618351509e+01;4.654154322198173155e+00
8.155971816523273787e+01;7.517878017927971257e+01;8.158102328926540858e-01
1.993682651090151126e+02;7.445462254913468314e+01;4.571265479032481593e+00
1.392184022019856968e+02;7.416222816768595294e+01;1.364830223884316629e+00
4.836733564014196673e+01;7.603890035929636326e+01;1.419438082132272960e+00
1.202753477124096264e+02;7.497927179803211573e+01;1.465291649074543345e+00
2.424793033146556809e+02;7.267792807184585513e+01;-4.186686525343746301e-01
1.998452818677457969e+02;7.448482536793501652e+01;4.537572324063704698e+00
1.638052568138077731e+02;7.407903710272691455e+01;2.531219684944779669e+00
1.992282457285199371e+02;7.472621617207138911e+01;4.239352917184802116e+00
1.953408996715622266e+02;7.372908353261161096e+01;1.386919139649510413e+00
2.003545015705678622e+02;7.447612234018902200e+01;4.554254887603742752e+00
2.259433547752704499e+02;7.393308811758684840e+01;4.437230272478405624e+00
2.123360764994286285e+02;7.395593551041247338e+01;5.022898866371674487e+00
1.043548870203946564e+02;7.491958687734603473e+01;9.577423820938198995e-01
2.013578803250994156e+02;7.448363989709915245e+01;4.479263877154366469e+00
2.023543806814531365e+02;7.446260439419421573e+01;4.528872599048406222e+00
2.108251854686347428e+02;7.436087144098776491e+01;4.512619989566075240e+00
2.284226132747334646e+02;7.345963861535531692e+01;1.686199312734529276e-01
2.028737611344271556e+02;7.449194337546720135e+01;4.500520422331754311e+00
2.284697415307435904e+02;7.318160253087135914e+01;4.938236277434425503e+00
1.193466874934638327e+02;7.506439008858617967e+01;1.562304931660455809e+00
8.224637478776617172e+01;7.592207488565389895e+01;2.027163808583447135e+00
1.292813035811266218e+02;7.487429491269760717e+01;7.732780219019860235e-01
2.408392746000311888e+02;7.327271610794187495e+01;1.492692173252007370e-01
2.024226045822165645e+02;7.382334928875231128e+01;1.060011356196658205e+00
1.332892851229248663e+02;7.487618434620367225e+01;5.175018807280971078e-01
1.226150664126155050e+02;7.479132187576496449e+01;2.421936375985405676e-01
2.089289838936491606e+02;7.454169145650384110e+01;4.221987741038828901e+00
1.384652195059445887e+02;7.461286415122214066e+01;3.395195460691810663e+00
1.025950365776317597e+02;7.526993363158963746e+01;5.782771021733278394e-01
2.038482162624426337e+02;7.454022287964920679e+01;4.417675718027989085e+00
1.228830752224119323e+02;7.504499208818266709e+01;3.468277007655125477e+00
7.538590309186979255e+01;7.548032824313604294e+01;5.566416681527524002e-01
2.032665809787173146e+02;7.451687094835519076e+01;4.453333996151693341e+00
2.269228283199235534e+02;7.334882179399184565e+01;6.755475157499417627e-01
2.285899240086105522e+01;7.618667904557334225e+01;4.338516111353942772e-01
2.043547597625701542e+02;7.450029403054335830e+01;4.427244667691063285e+00
1.220106868825313882e+02;7.523888937378087860e+01;9.185389492651075960e-01
2.472455440142404370e+02;7.392790918722431570e+01;4.201514815004404824e+00
1.302884851307044300e+02;7.530077621198238091e+01;2.654340543476806147e+00
2.047744053282781351e+02;7.445069713504790343e+01;4.467551931957882694e+00
1.618639126818213185e+02;7.483059559059498156e+01;2.818885013285760799e+00
2.237532017855675406e+02;7.426960575509315277e+01;4.835676793662371686e+00
2.458670239025560988e+02;7.323697241721350792e+01;6.400849757734163870e-01
5.984585315762132751e+01;7.564166220703526733e+01;1.058071934990068463e+00
1.638020864629219489e+02;7.449828791860315391e+01;2.500054922942910540e+00
2.142267147572579802e+02;7.385681816174607661e+01;4.658303124812393392e+00
2.043513806525108976e+02;7.351194734591582858e+01;9.793243957977511016e-01
2.389008374160702317e+02;7.334395533490534547e+01;1.410583909028670702e+00
2.275412284898231690e+02;7.239309465928302245e+01;7.744796491589714948e-01
2.048543242124507913e+02;7.347898414770087072e+01;1.018973268684529865e+00
4.582246726273290705e+01;7.625079858127439536e+01;6.551218714371565000e-01
1.938877380320020904e+02;7.457545017161454837e+01;4.139402688760903892e+00
2.247970404702800806e+02;7.430660574522079287e+01;4.340443730982828541e+00
2.243159515031257811e+01;7.651187813231844359e+01;8.588401490515930048e-01
7.381179858569724672e+01;7.543625775016917601e+01;5.872905791521584873e-02
2.228493799698701423e+02;7.394637340222021749e+01;4.605694310553254844e+00
2.098440242276163588e+02;7.443395984933358989e+01;4.842210414680951480e+00
5.869431994229204008e+01;7.621976286678234658e+01;9.379774479980625967e-01
1.983567529815817068e+02;7.379660945986648812e+01;9.783724916713961717e-01
2.442038571596112888e+02;7.237534497775062903e+01;1.413525943819909925e+00
1.278566622500160150e+02;7.450029807079059196e+01;1.523492429742018039e+00
2.059288703694742537e+02;7.450618703482048488e+01;4.426027191679620110e+00
1.324654713774222614e+02;7.501318586659230903e+01;2.972248444698768033e+00
8.030469646401510886e+01;7.552916483942372849e+01;1.789370089826679999e+00
2.068231730772763513e+02;7.448565511382184923e+01;4.417527255597915925e+00
2.074939363274603181e+02;7.436582686212040016e+01;4.922084302468474171e+00
2.348983909215275219e+02;7.327088209696580634e+01;3.675445883515781609e-01
1.279713540161254315e+02;7.497687577085289945e+01;9.781657315142180398e-01
2.078545850270427024e+02;7.439626916124638001e+01;4.947639852349412060e+00
1.942806129126475128e+02;7.319655955753933085e+01;7.123593885479702070e-01
1.164852430571119726e+02;7.526594944067205972e+01;6.327783875148479398e-01
1.393186537692035643e+02;7.476499151876186033e+01;3.506965423865842979e+00
2.053267590855606102e+02;7.334767532624020703e+01;1.559099383352074097e+00
2.124520518485702496e+02;7.327405059379661623e+01;2.048102479108282470e+00
2.088850624879650297e+02;7.436671606080163599e+01;4.561482787505183545e+00
2.034529265271038980e+02;7.378981647945170153e+01;9.509411110450578519e-01
1.223500618599554883e+02;7.545523044360828635e+01;3.018042615448980559e+00
2.093377851578668754e+02;7.437824959960404669e+01;4.930083231059641413e+00
1.219007634107826590e+02;7.544002496515410883e+01;3.014349081996090529e+00
2.043294916127381953e+02;7.317091008276356945e+01;1.860757572558991546e+00
1.029414006683607141e+02;7.535352198920075750e+01;5.399505293109555515e-01
1.368503074043947549e+02;7.485357556101139664e+01;1.051698009417340263e+00
1.998142080103144735e+02;7.454115517976126171e+01;4.158899460417836202e+00
2.392367947135114150e+02;7.262569318768606763e+01;6.291938704541872873e-01
2.314051534462813322e+02;7.272233583952622382e+01;1.583432262368508203e+00
2.103190849650180780e+02;7.436958214490654484e+01;4.467369097166122849e+00
2.413562127096415963e+02;7.293500146475513191e+01;5.701717328453763667e-01
1.143216300526411260e+02;7.461235410502644072e+01;6.580181844128771829e-01
6.249976016711201510e+01;7.555786638800854860e+01;4.185408120640570773e-01
1.220092108249150726e+02;7.521868709910647510e+01;7.528044203511433663e-01
2.112723599815015803e+02;7.437547007097020924e+01;4.556568984070379358e+00
1.183577243371925647e+02;7.458458198962655672e+01;9.786444346968842245e-01
2.288834581774156050e+02;7.330525372142949436e+01;9.308117178517093526e-01
1.306869939449530875e+02;7.527047505277184314e+01;1.955982844595883119e+00
2.414631677346088452e+02;7.386798124279678746e+01;3.604007105832804481e+00
7.326992743358357529e+01;7.547715028414675942e+01;1.392288566917880166e+00
2.203968566116489569e+02;7.356182483097175862e+01;1.032172492627161375e+00
2.477473373795875204e+02;7.307993634159943497e+01;2.173223026806330616e+00
2.298373543784612423e+02;7.283296706355645256e+01;1.810601678564340622e+00
9.430728122411902348e+01;7.562565115162003337e+01;3.482908497512423818e+00
8.980753139941471375e+01;7.504851492746679753e+01;1.691466952911763744e-01
2.119405952466826193e+02;7.425693516914847692e+01;4.519050661372268962e+00
6.424020447192799566e+01;7.628022624508206206e+01;2.082732700104941159e+00
1.025385656199997868e+02;7.562156728199272493e+01;3.811370539802174218e+00
2.383193017037028199e+02;7.334549698081161750e+01;1.291311714860829518e+00
1.142832941377873510e+02;7.530041996550727390e+01;7.778700183594475792e-01
2.124951720972595410e+02;7.429607065312727343e+01;4.550036735748792971e+00
2.379687244592626314e+02;7.272093221955927334e+01;1.978717315131492960e+00
2.283883491667665311e+01;7.640655560429873105e+01;7.273230013118862913e-02
1.952788837932030503e+02;7.398299193714966293e+01;6.489603599388107380e-01
1.214472387488674343e+02;7.535257803706674906e+01;1.954753146369761385e+00
1.909915114088764483e+02;7.451702843949314570e+01;4.569127890441531115e+00
2.130114100366011201e+02;7.382192068466738988e+01;4.528264817994847924e+00
1.983674019147478020e+02;7.310043722414299339e+01;1.189110011536236966e+00
7.937483220346258861e+01;7.551278406293923240e+01;1.269436628133341904e-01
2.134148881502284780e+02;7.343929608699106382e+01;9.737322973731281639e-01
7.882293901682538717e+01;7.587565976680019730e+01;2.908253791836809210e+00
2.168239685865142974e+02;7.360720885680782999e+01;4.931174905378096440e+00
1.997098327589163205e+02;7.427487955397322139e+01;5.795734864268095698e+00
2.335741979447851122e+02;7.295334578427356576e+01;2.372765608472440779e-01
5.829183180323644820e+01;7.622048135076728670e+01;9.312325595894282992e-01
2.138340009590812940e+02;7.342597058373742414e+01;9.149325088061992517e-01
2.338781535634844602e+02;7.299566596098586047e+01;1.044621492975415622e+00
1.918627596153381205e+02;7.405588739554922029e+01;4.600367787173391676e+00
2.198502393307566365e+02;7.347227003530322520e+01;1.453435157054170368e+00
2.209047375291672495e+02;7.353786336170163906e+01;1.022344397322699550e+00
1.603529006998240334e+02;7.457145006834612389e+01;2.163213207035193708e+00
1.138598799758573108e+02;7.544953251771856628e+01;3.128910034747656166e+00
9.482526826581468526e+01;7.504061224040832201e+01;9.053642898937500627e-01
1.188129857256035820e+02;7.556237526297756801e+01;2.988735584347545160e+00
9.276939697306653443e+01;7.576802061940968258e+01;3.790731084158479369e+00
4.986634806465890080e+01;7.627665634618625745e+01;9.021688375055580966e-01
2.218670640868130306e+02;7.355014633468451279e+01;9.409178887427588345e-01
2.234114370069642348e+02;7.395740708457617529e+01;4.471940852850671888e+00
7.459852234465280674e+01;7.579657246549702165e+01;1.811326772540361896e+00
2.238701208498204949e+02;7.402874192041977608e+01;4.440501788708462350e+00
7.483055859621883599e+01;7.586638070186189964e+01;1.922754830849762619e+00
1.959148036907429002e+02;7.352211933701167368e+01;1.027912442721876873e+00
8.081460436080645593e+01;7.600955538902576336e+01;3.351468239812204875e+00
4.581078290302113487e+01;7.595336088389147733e+01;1.885190668986294504e+00
1.943744650055131018e+01;7.616874557318163852e+01;5.405620172748908103e-02
2.243094361068419573e+02;7.404751322192220186e+01;4.428729392943827392e+00
4.786835580724866901e+01;7.597775366504062333e+01;9.760481174630378787e-01
1.339900085864328219e+02;7.443141860068938342e+01;2.283786347766278535e+00
7.336587258725118943e+01;7.593799993202001986e+01;1.427705295121371565e+00
2.248472025626184916e+02;7.389151852534698151e+01;4.437782016610483993e+00
2.252343843836083295e+02;7.403990197827771169e+01;4.522274341479485038e+00
2.308108228119854459e+02;7.298109354624676826e+01;5.683122567836750294e-01
1.334553691306165319e+02;7.529601188469231943e+01;2.736034559073410311e+00
2.268187433193724587e+02;7.333503209976633741e+01;1.372319061303125531e+00
2.442220426806724731e+02;7.311699392181134272e+01;5.414063089940044371e+00
1.883966156176757067e+01;7.672098906295153142e+01;4.719278235193077875e-01
2.274435014301291460e+02;7.338911899965069097e+01;1.100031162393600104e+00
7.877667224473012197e+01;7.624416854173043134e+01;2.652455891405321342e+00
9.292562026583854617e+01;7.517729539134668926e+01;-2.988070416767039661e-01
6.546336616821255916e+01;7.584013605577773376e+01;2.105906635721232156e+00
2.158823880801851374e+02;7.386559431855374669e+01;4.580479634226269248e+00
1.968708718241815347e+02;7.327803587066117075e+01;1.420083296203424883e+00
7.139737656517480957e+01;7.597746029063507933e+01;1.428045065544895964e+00
2.006959196920389843e+02;7.472195634826262278e+01;4.356005765039475008e+00
2.279133215177486136e+02;7.335085609085693648e+01;1.082073487907668552e+00
1.325969856541295542e+02;7.463692618358047071e+01;3.163649867645521585e+00
2.039109673207349829e+02;7.381172318103789110e+01;9.568316672030010572e-01
2.446015461987514925e+02;7.220573817212537904e+01;7.682277350337878286e-01
2.283616458632729405e+02;7.331883438406683240e+01;9.936164438905619178e-01
1.902527197728837507e+02;7.317582181190792312e+01;1.294173821451552353e+00
2.298723479860389034e+02;7.402996569862645515e+01;4.895807446420622711e+00
1.039106189195699983e+02;7.580370024397109319e+01;3.415795245170709649e+00
7.081202485277502490e+01;7.600817727689663172e+01;1.442930292812165227e+00
7.983764761166689539e+01;7.597534493515276210e+01;2.530893570531167924e+00
2.304321652927565367e+02;7.412174959071738556e+01;4.603363610709994447e+00
1.319148727001215207e+02;7.495447683049556531e+01;3.444521738904246178e+00
1.194103883884212109e+02;7.558274057554690728e+01;3.016751429190746681e+00
2.313196505901702551e+02;7.387382880461152013e+01;4.674068897634852782e+00
7.288882212438167585e+01;7.545544214707648223e+01;1.020783854302169447e+00
1.193596991185472262e+02;7.512505729842357027e+01;2.385330302795540369e+00
2.317065220309773963e+02;7.392582656960365739e+01;4.481012551131167143e+00
1.958570325649793062e+02;7.393942636163913562e+01;6.465970771650204618e-01
2.202276881121438805e+02;7.306702710636483289e+01;1.133352938896691642e+00
2.344038546927132813e+02;7.299427990244197417e+01;1.066938420047205849e+00
1.343328819369212113e+02;7.456882933082540887e+01;2.306483623224484969e+00
2.349282200801697229e+02;7.291335074705372676e+01;9.900209483063202587e-01
2.279222805230592144e+02;7.319413446556791314e+01;4.953411301209142081e+00
2.368439111928908005e+02;7.248882320496365139e+01;1.153760827893665075e+00
2.363879109239038598e+02;7.381831628919610466e+01;4.507733118187295496e+00
2.025718795284442706e+02;7.385545527467597537e+01;2.429127497489693144e-01
2.358270458991135570e+02;7.291838865399236624e+01;9.670990910331604962e-01
2.363467296074996113e+02;7.291174836808329474e+01;9.379009323798743747e-01
7.232996380697768757e+01;7.592881710058944122e+01;1.455750785829707405e+00
1.383777229115842147e+02;7.459654791971708221e+01;2.516697654687617636e+00
2.373339629279270753e+02;7.292759045776561777e+01;6.333242747714042942e-01
2.189196022739169223e+02;7.358402493636323527e+01;1.044821369500016806e+00
1.239735507421370500e+02;7.552245681728561522e+01;2.619072082073900631e+00
7.842068378354585434e+01;7.577563820767446146e+01;1.204396654368608655e+00
2.411583393183111639e+02;7.325298848674870555e+01;1.050777838206097270e+00
2.404751966270703178e+02;7.298820992196117174e+01;5.155641574674659777e-01
2.353769448495717711e+02;7.348403795998031285e+01;4.659411093007604698e+00
2.428525038300711003e+02;7.291843024723483779e+01;5.252143124357531168e-01
1.067933067777001810e+02;7.493412263833201337e+01;5.696972154841691838e-01
2.447899093100038499e+02;7.380235827783269542e+01;4.943104851764987373e+00
1.988264720074944876e+02;7.456912636231439251e+01;3.601860073861826717e+00
2.438313091219689568e+02;7.295392712953128012e+01;5.615059231901363690e-01
2.468981414904526446e+02;7.308480032526614423e+01;1.969822837104193924e+00
8.041298744373997920e+01;7.540561910351881636e+01;4.745529508165239330e-01
2.241174279980002950e+02;7.427167932972565723e+01;4.796103269601841745e+00
2.473830312816406547e+02;7.339012048849549785e+01;1.994202517396695962e+00
1.218690195671783840e+02;7.461795834191167387e+01;1.377657101617556723e+00
9.034505964592320026e+01;7.539765378393786932e+01;1.258383258026333773e-01
2.061206894834997740e+02;7.368918194167262925e+01;2.603455657377052312e-01
1.917704818686389956e+02;7.401954697327083466e+01;2.673475922742075128e-01
2.344500532873902046e+02;7.339756255561495379e+01;5.554375115210087310e-01
2.428570212079323483e+02;7.397872831209814137e+01;4.684134533273869749e+00
4.538104793314424512e+01;7.626036542453343259e+01;6.533653779034451770e-01
2.368831809354992401e+02;7.282621905455835076e+01;1.416998173268583905e+00
7.583646788632620428e+01;7.543190471935353969e+01;9.077021776007938580e-01
7.787919167657959463e+01;7.596080929119018776e+01;2.601227016239294976e+00
4.736187934032282243e+01;7.627743195100799767e+01;7.122551623640237528e-01
1.184774387943976421e+02;7.528885059960862236e+01;1.013442676675655907e+00
1.998374680895222468e+02;7.447013606363080385e+01;4.942085193518254371e+00
4.834347964598430991e+01;7.630467752584850416e+01;7.063672644709384496e-01
1.208474705047303388e+02;7.545223538562646581e+01;3.079478226339920521e+00
1.048917809080286503e+02;7.582787984222038347e+01;3.074303926920107788e+00
1.290779724561313060e+02;7.523464554283771122e+01;1.749275153063140298e+00
5.735797628496021616e+01;7.597060524472666998e+01;1.006292109440984239e+00
1.353438501566388368e+02;7.439880328782346908e+01;1.135947268293382884e+00
2.367973137032020645e+02;7.321838845199772550e+01;1.132395509186989946e+00
5.747163715228089131e+01;7.600111057674386927e+01;6.996471733802464010e-01
5.788162802050293720e+01;7.602836402653819903e+01;7.144478946537501374e-01
9.491054775823947409e+01;7.554364895607413644e+01;3.095602570029823752e+00
5.884293304169649730e+01;7.598907390355833513e+01;7.084300792494835353e-01
1.613660336390126702e+02;7.455900659830274435e+01;2.130859735175418823e+00
6.544255648195144204e+01;7.592763316075478031e+01;2.293745035754457984e+00
6.424623394062260218e+01;7.588321961361639012e+01;5.606391914609542004e-01
4.498535156353917586e+01;7.628393840318180708e+01;6.807054104001744044e-01
6.453821510226234182e+01;7.563851547279681142e+01;1.779780855763472891e+00
1.943282545499052389e+02;7.395287371003746557e+01;2.474830690130454536e-01
7.981453880485945263e+01;7.579611141737504454e+01;1.217496515825462700e+00
1.903877774829185512e+02;7.408672401391315532e+01;6.898543339279349373e-01
1.164700696690069890e+02;7.537498596208180857e+01;2.480735618975617562e+00
2.459327704147146392e+02;7.382985748248458435e+01;5.037132016969544601e+00
7.440393137015885827e+01;7.552661120399359618e+01;1.001986486190267422e+00
6.837726250359163771e+01;7.601338701256472064e+01;2.185945787895830161e+00
7.985272055100146815e+01;7.623893153712180037e+01;2.811868281247526635e+00
7.384961395651858140e+01;7.591592362020494988e+01;1.440364055529358644e+00
1.593448281223911636e+02;7.478656951352441240e+01;1.740641655685535083e+00
7.492518369479719809e+01;7.597143502275068272e+01;2.516845261016800617e+00
2.022859823496503964e+02;7.365172913447635494e+01;4.642949214088947230e+00
2.219223137984618859e+02;7.357340723009302508e+01;6.445264253121117948e-01
1.388101443031239910e+02;7.488140617126452980e+01;6.994918578022654154e-01
2.478018629939765844e+02;7.339733088892482726e+01;2.032742371722839447e+00
5.687069822792250307e+01;7.597644704061686127e+01;1.439413703499341723e+00
9.134013505300897862e+01;7.595936322651172645e+01;3.428109109249010800e+00
6.715431579141427676e+01;7.575639718105533404e+01;-1.295543922924470223e-02
2.062285680256929936e+02;7.333794753834077085e+01;7.975417081047498913e-01
7.637431296892330579e+01;7.609973070562944031e+01;2.602164268175464645e+00
1.593530169524678399e+02;7.456829067234768615e+01;2.134480152194581315e+00
4.627364221655517440e+01;7.632519476826885807e+01;1.439945456089402498e+00
2.253110564881405651e+02;7.321684763067197821e+01;1.070452820919925774e+00
2.342756274927822915e+02;7.255122007806591000e+01;1.393416175920152655e+00
7.690495055469526164e+01;7.600226461107224907e+01;2.592934163045181872e+00
1.173818286249921101e+02;7.489969638062233059e+01;9.545115676287607709e-01
1.057399306668774415e+02;7.534749674692052679e+01;9.365391195215920783e-01
1.135036005195630509e+02;7.489790469941829087e+01;9.896629591122326763e-01
1.168325812215028918e+02;7.503907929727157011e+01;3.141985289925031566e+00
8.946711539359495191e+01;7.535332629990368503e+01;1.208502553333788143e-01
1.397624588809025568e+02;7.509997797509015527e+01;2.528300635778675698e+00
9.031720336767597246e+01;7.595185935744855499e+01;2.750751584641991432e+00
9.140251478596054824e+01;7.538579643417230614e+01;1.144033407915674705e-01
6.833650533937503724e+01;7.583400210628084892e+01;4.306916483514511285e-01
2.283581261988427684e+02;7.293895407637836570e+01;9.549944923943194386e-01
6.784022740273582031e+01;7.555741230851781154e+01;1.374420564263631794e+00
4.886063901627183981e+01;7.626655227046488505e+01;6.772924473562688119e-01
7.984104740621847895e+01;7.535749401959931504e+01;4.958392006118156337e-01
9.543031305112569385e+01;7.537268130212163442e+01;4.677465529125857113e-01
9.534620847580215752e+01;7.585817632615348316e+01;3.020122184823277323e+00
9.640655578771770706e+01;7.539236425113357143e+01;5.745497126325767034e-01
7.941417731902573962e+01;7.623426157734549236e+01;2.598231234612386586e+00
9.685322099164910981e+01;7.592101853194301952e+01;3.425455125050799854e+00
2.248771048392424063e+02;7.283650772006488694e+01;1.501526076599835280e+00
9.675974341509339638e+01;7.537033457799364555e+01;5.921817932221188352e-01
7.497017038565027747e+01;7.586347716001365882e+01;2.946558920462573727e+00
2.363191294467278567e+02;7.265413886511787211e+01;7.528450999841270752e-01
4.935833875103335799e+01;7.628304534542887438e+01;8.842012935255394446e-01
7.780412727497953540e+01;7.576271997379352285e+01;6.133807740668723030e-01
1.053398206856837760e+02;7.495595703590092285e+01;9.740858647873423815e-01
1.238320534061562910e+02;7.499138284946830879e+01;9.508256802849280875e-01
1.028332990351826055e+02;7.583073100741412986e+01;3.170432292966320897e+00
1.363285690487344652e+02;7.489993175812686843e+01;6.434259554106038781e-01
1.206739954856337391e+02;7.521630495905938574e+01;8.317995999452776346e-01
1.033595063602623725e+02;7.580568952178292363e+01;3.090138120636151786e+00
2.398537564884370852e+02;7.313449508385649267e+01;4.919500996679025739e+00
2.022934762124686188e+02;7.387437628619170482e+01;1.284340305812553984e+00
1.038919699986727778e+02;7.529429647585159557e+01;4.664227185449061341e-01
1.237896813009720489e+02;7.479331436853182424e+01;2.045619650577136017e+00
1.163983046316128025e+02;7.485346003668725245e+01;1.453467202058659868e+00
1.038160704825309892e+02;7.581314562531110823e+01;3.086581448239364089e+00
